iter	Logloss
488	0.3104283535
489	0.3101515549
490	0.3099342731
491	0.3094870016
492	0.3092805479
493	0.3091562918
494	0.308635825
495	0.3083383808
496	0.308160818
497	0.3076376976
498	0.3072755971
499	0.3067085871
500	0.3061736616
501	0.3059522902
502	0.3057385952
503	0.3051987041
504	0.3045402149
505	0.3042522454
506	0.3038935293
507	0.303447774
508	0.3031646397
509	0.3029715017
510	0.3026783753
511	0.3024469944
512	0.3018548142
513	0.3014541243
514	0.3010582656
515	0.3006739737
516	0.3003435863
517	0.3000131497
518	0.2996572976
519	0.2995438612
520	0.2994320954
521	0.2990100146
522	0.2987775272
523	0.2985053701
524	0.2982374118
525	0.2980099157
526	0.2976219909
527	0.2974373919
528	0.2968901153
529	0.2964040487
530	0.2962263554
531	0.2960056432
532	0.2956711918
533	0.2954774388
534	0.2951808908
535	0.2948747165
536	0.294724508
537	0.2944463322
538	0.2942483394
539	0.2939698979
540	0.2935200813
541	0.2931990586
542	0.2930338685
543	0.2927643409
544	0.2924730515
545	0.2918789001
546	0.2916257068
547	0.2914123625
548	0.2911474754
549	0.2909379649
550	0.2905352652
551	0.2901407841
552	0.2900532751
553	0.2898023176
554	0.2894303606
555	0.2891261416
556	0.2889829268
557	0.2887936294
558	0.2883983948
559	0.2880926344
560	0.2879086523
561	0.2875431851
562	0.2872735189
563	0.2867955111
564	0.2863859201
565	0.2860620642
566	0.2857068981
567	0.2855342546
568	0.2854383678
569	0.2852085918
570	0.2848709611
571	0.2844756429
572	0.2841335923
573	0.2836461093
574	0.283385617
575	0.2831280858
576	0.2828093261
577	0.2825555214
578	0.2823444558
579	0.2820124652
580	0.2816729141
581	0.2813162147
582	0.2811143667
583	0.2808869619
584	0.2806158954
585	0.2802500874
586	0.2799475714
587	0.279751692
588	0.2795498996
589	0.279335996
590	0.2790940188
591	0.2787209685
592	0.2782829872
593	0.2779135279
594	0.2777378491
595	0.2775767634
596	0.2773457454
597	0.2769305728
598	0.2766384639
599	0.2763056496
600	0.275863143
601	0.2756728275
602	0.2754765028
603	0.2751272245
604	0.2745433885
605	0.2741608973
606	0.2739372291
607	0.2735046223
608	0.2731971549
609	0.2729033354
610	0.2724972667
611	0.2723102811
612	0.2720153031
613	0.2717345462
614	0.2714226537
615	0.2713235684
616	0.271134154
617	0.2707039398
618	0.2701959291
619	0.2700671439
620	0.2698420397
621	0.269590276
622	0.2693038832
623	0.2689571438
624	0.2687382546
625	0.2685143166
626	0.2681337992
627	0.2678461173
628	0.2677661217
629	0.2673595197
630	0.2671729825
631	0.266984955
632	0.2667657598
633	0.2666101689
634	0.2663014916
635	0.2659915109
636	0.2658391546
637	0.2656685786
638	0.2654512997
639	0.2651733097
640	0.2649908124
641	0.2645944821
642	0.2642948931
643	0.2638352417
644	0.2635433055
645	0.2632641523
646	0.2628610611
647	0.2627388084
648	0.2625492075
649	0.2624684654
650	0.2621592097
651	0.2618912316
652	0.2613595257
653	0.2612597375
654	0.2611025301
655	0.2608131353
656	0.2606413707
657	0.260363429
658	0.2602415083
659	0.2599901334
660	0.2596601362
661	0.2593649817
662	0.2592124084
663	0.2590133495
664	0.2587794382
665	0.258640087
666	0.2582042986
667	0.258037292
668	0.2578006427
669	0.2573418562
670	0.2571050375
671	0.2566820593
672	0.2565081119
673	0.2563389574
674	0.2557817698
675	0.2555131936
676	0.2552935145
677	0.2550871672
678	0.2548339643
679	0.2544596689
680	0.2542573669
681	0.2536909303
682	0.2534958425
683	0.2533489149
684	0.2530896945
685	0.2529873072
686	0.252704025
687	0.2525162259
688	0.2523011323
689	0.2520996574
690	0.2519386521
691	0.2517137141
692	0.2514865408
693	0.2513728335
694	0.2511890602
695	0.2508408322
696	0.2505078453
697	0.2503584292
698	0.2502619681
699	0.2501089668
700	0.2499669448
701	0.2496233016
702	0.2494985773
703	0.2493473765
704	0.2491856993
705	0.2490307769
706	0.2487442741
707	0.2485176285
708	0.2482903623
709	0.2481404131
710	0.2480230069
711	0.2478345619
712	0.2473774842
713	0.2471240145
714	0.2469838024
715	0.2467169112
716	0.2466623523
717	0.2463674318
718	0.2460368918
719	0.2458332394
720	0.245397247
721	0.245022563
722	0.2446826252
723	0.2442721731
724	0.2441909903
725	0.2437552549
726	0.2432040205
727	0.2429688572
728	0.2425847102
729	0.2422849705
730	0.2420220327
731	0.2416370529
732	0.2414310766
733	0.2411560413
734	0.2409133872
735	0.2404155947
736	0.2403035709
737	0.2399823914
738	0.2396804018
739	0.2395195045
740	0.2392214655
741	0.2389882688
742	0.238794863
743	0.2386237642
744	0.2384424245
745	0.2382741278
746	0.2380913844
747	0.2380097294
748	0.2379019991
749	0.2378127674
750	0.2376972854
751	0.2373805821
752	0.2372223884
753	0.2369805217
754	0.2365671779
755	0.2361784708
756	0.2358767867
757	0.2356594912
758	0.2352955004
759	0.2349558131
760	0.2346722188
761	0.2344340101
762	0.2340567912
763	0.2336868413
764	0.2336183292
765	0.2333727458
766	0.233305669
767	0.2331046461
768	0.2328862456
769	0.2327377172
770	0.2323129837
771	0.2319676412
772	0.2317899358
773	0.2315466684
774	0.2314005988
775	0.2312435828
776	0.2309658321
777	0.2307428322
778	0.2304687712
779	0.2301430249
780	0.229782213
781	0.2295883932
782	0.2292546385
783	0.2289610829
784	0.2287741225
785	0.2284768514
786	0.2281255305
787	0.2279841466
788	0.2278429101
789	0.2275469635
790	0.2273554273
791	0.226960702
792	0.2267685879
793	0.2263737691
794	0.2262120136
795	0.2256366146
796	0.2254790304
797	0.2252881923
798	0.2250083054
799	0.2249197885
800	0.2246412752
801	0.2243318686
802	0.2241311916
803	0.2240220443
804	0.2235257429
805	0.2233683698
806	0.2229946677
807	0.2228002364
808	0.222502509
809	0.2223255588
810	0.2221127783
811	0.221916131
812	0.2215873342
813	0.2214791338
814	0.2210472785
815	0.2208595987
816	0.2207515423
817	0.2206569565
818	0.2205250525
819	0.2203228428
820	0.2200664543
821	0.219840507
822	0.2195656464
823	0.2192365048
824	0.2189467241
825	0.2187908241
826	0.2186266805
827	0.2182551985
828	0.217955072
829	0.2177830369
830	0.2176890931
831	0.217558414
832	0.217380446
833	0.2169069282
834	0.2166781294
835	0.216389381
836	0.2162705344
837	0.2159513837
838	0.2157741826
839	0.2154888127
840	0.2152133867
841	0.2150348748
842	0.2148490735
843	0.2144605582
844	0.2141850183
845	0.2139887952
846	0.2138214461
847	0.2136330314
848	0.2135237694
849	0.2131825318
850	0.2130008062
851	0.2128944846
852	0.2127393874
853	0.2126154711
854	0.212257881
855	0.2119662246
856	0.2115549865
857	0.2112206343
858	0.2110115961
859	0.2108123549
860	0.210692923
861	0.2105748159
862	0.2103218231
863	0.2102779375
864	0.2100478006
865	0.2098641897
866	0.2096876486
867	0.2095396572
868	0.209260929
869	0.2090987459
870	0.2089276525
871	0.2087512948
872	0.2086361743
873	0.208514771
874	0.2082846699
875	0.2080506662
876	0.2079318759
877	0.2075534233
878	0.2072326923
879	0.2071288154
880	0.2069819801
881	0.206631708
882	0.2062943538
883	0.206016834
884	0.2058645804
885	0.2056911958
886	0.2054434018
887	0.2052299989
888	0.2051270283
889	0.2049579943
890	0.2047988639
891	0.2045844824
892	0.2044515582
893	0.2042241381
894	0.2040075842
895	0.2038025779
896	0.2035401932
897	0.2033138284
898	0.2031329629
899	0.2028252129
900	0.2027145604
901	0.2026047245
902	0.2023987958
903	0.2021625982
904	0.2019336007
905	0.2015821232
906	0.201451793
907	0.2013760844
908	0.2010492292
909	0.2007846861
910	0.2004646064
911	0.2003584991
912	0.2002146723
913	0.2000431944
914	0.1998846283
915	0.1996469853
916	0.1995372765
917	0.1993694302
918	0.1992115791
919	0.1989765172
920	0.1987843311
921	0.1985460464
922	0.1983647888
923	0.1980416112
924	0.1978786807
925	0.1977204633
926	0.1975303027
927	0.1972055754
928	0.1971190581
929	0.1970495545
930	0.1967110132
931	0.1965108833
932	0.1962819918
933	0.1960323838
934	0.1959460528
935	0.1956951959
936	0.1954690815
937	0.1953358191
938	0.1951797528
939	0.1950473411
940	0.1948025642
941	0.1945168987
942	0.1943498001
943	0.1941277592
944	0.1939094826
945	0.1937392672
946	0.1935367904
947	0.1933081586
948	0.1932157246
949	0.1928640831
950	0.1927524601
951	0.1925740959
952	0.1924313145
953	0.1922795894
954	0.1919970453
955	0.1918396888
956	0.191608201
957	0.1914522621
958	0.1912767108
959	0.1911990203
960	0.1909086932
961	0.1906354758
962	0.190421485
963	0.1902881655
964	0.1901346339
965	0.1899064199
966	0.1897463737
967	0.1895736886
968	0.1893060378
969	0.1890460029
970	0.1888701052
971	0.1887235453
972	0.1885738906
973	0.1883656384
974	0.1881776324
975	0.1878481954
976	0.1876550001
977	0.1874995081
978	0.1873178479
979	0.1872788161
980	0.187118252
981	0.1868388115
982	0.1865057858
983	0.186245569
984	0.1859639113
985	0.1856597832
986	0.1853724606
987	0.1850401145
988	0.1848960827
989	0.1847421324
990	0.1845337832
991	0.1843634986
992	0.1841752239
993	0.1839953867
994	0.1837586701
995	0.183495806
996	0.1832959426
997	0.1829612156
998	0.1828231955
999	0.1825977667
