iter	Logloss
347	0.3601184294
348	0.3595413201
349	0.3588758882
350	0.3585962393
351	0.3582286074
352	0.3578414658
353	0.3574658713
354	0.3569808793
355	0.3565872041
356	0.3562538523
357	0.355680133
358	0.3552419068
359	0.3547565607
360	0.3545696359
361	0.3536975501
362	0.3532302572
363	0.3528672266
364	0.3525648946
365	0.3522362179
366	0.3517700497
367	0.3512929881
368	0.3508832269
369	0.3502677105
370	0.3498801299
371	0.3494171223
372	0.3490412776
373	0.3486210856
374	0.3482972216
375	0.3475883439
376	0.3471067576
377	0.3467257391
378	0.3463358974
379	0.3459684306
380	0.3454331333
381	0.3451455392
382	0.3448871177
383	0.3446641478
384	0.34415685
385	0.343483244
386	0.3429609651
387	0.3423166607
388	0.3419803023
389	0.3414378427
390	0.3409140235
391	0.3406723343
392	0.3403977013
393	0.3400869643
394	0.3394229111
395	0.3389588853
396	0.338508019
397	0.338164221
398	0.3377553749
399	0.3374787351
400	0.3370167691
401	0.3366446261
402	0.3361909387
403	0.3359497979
404	0.3355328515
405	0.3351500875
406	0.3348822675
407	0.3345832909
408	0.3341655126
409	0.3336978258
410	0.3330235616
411	0.3325072014
412	0.332284816
413	0.3319865824
414	0.3316900664
415	0.3313118066
416	0.3308058478
417	0.3304324808
418	0.3301060303
419	0.3295343813
420	0.3291029236
421	0.328714549
422	0.3279959303
423	0.3275483188
424	0.3273403373
425	0.3270593949
426	0.3269173923
427	0.3265728186
428	0.3261412923
429	0.3258547383
430	0.325535948
431	0.3250850696
432	0.3247021593
433	0.3242408599
434	0.324069543
435	0.32386995
436	0.3234354782
437	0.3230337899
438	0.3226337326
439	0.3223661488
440	0.3218185045
441	0.3216874556
442	0.3210691178
443	0.3207654266
444	0.3202264129
445	0.3199024486
446	0.3194556116
447	0.3189656636
448	0.3188506294
449	0.3185619923
450	0.3180721808
451	0.3179776086
452	0.3175536857
453	0.3170639602
454	0.3165941161
455	0.3163107731
456	0.3160778153
457	0.3155100542
458	0.3152486836
459	0.3146998246
460	0.3142067253
461	0.3137903562
462	0.3134785991
463	0.3130255172
464	0.3126332917
465	0.3123102295
466	0.3117209167
467	0.3114118559
468	0.3110541974
469	0.31080322
470	0.3104907529
471	0.3103325543
472	0.3100180672
473	0.3097955466
474	0.3093771491
475	0.3088411906
476	0.3086209369
477	0.3084409417
478	0.3081103349
479	0.3078575277
480	0.3075364826
481	0.3072901639
482	0.3069819998
483	0.3067073677
484	0.306354128
485	0.3060677379
486	0.3056309737
487	0.3050159826
488	0.3048375407
489	0.3045867301
490	0.3043337345
491	0.3038736607
492	0.3035808023
493	0.3033528308
494	0.3029735365
495	0.3027279289
496	0.3024017357
497	0.3019858672
498	0.301708525
499	0.3014433141
500	0.3011343516
501	0.3007017628
502	0.3003889565
503	0.3000737358
504	0.2998490775
505	0.2995747829
506	0.2993242116
507	0.2989113808
508	0.2986132224
509	0.2980841401
510	0.297780498
511	0.2973600542
512	0.2971902637
513	0.2967662295
514	0.2963860914
515	0.2959634973
516	0.2956196213
517	0.2954217302
518	0.2952597461
519	0.2949503685
520	0.2946866861
521	0.2943207026
522	0.2940506989
523	0.2933293086
524	0.292861441
525	0.2925798425
526	0.2922989728
527	0.2920381436
528	0.2919141808
529	0.2916315136
530	0.2912806277
531	0.2910174009
532	0.2909833133
533	0.2906098882
534	0.2903835063
535	0.2900665492
536	0.289804776
537	0.2894117452
538	0.2890476629
539	0.2888421412
540	0.2885992024
541	0.2881969542
542	0.2879218593
543	0.2877119424
544	0.2875398301
545	0.2872147437
546	0.286966261
547	0.2865075396
548	0.2862293027
549	0.2860364495
550	0.2857838423
551	0.2853551584
552	0.284979872
553	0.2846597028
554	0.2845174804
555	0.2843120912
556	0.2840952172
557	0.2836020923
558	0.283390937
559	0.2829046834
560	0.2826718112
561	0.2825173775
562	0.2822412494
563	0.2818406695
564	0.2816346282
565	0.2815015322
566	0.2810643786
567	0.2808791659
568	0.2807049883
569	0.2800981274
570	0.2796309329
571	0.2794237488
572	0.2788550629
573	0.2785859117
574	0.2783173082
575	0.2777759586
576	0.277513509
577	0.2772273176
578	0.2769927371
579	0.2767998214
580	0.2764628711
581	0.2761138198
582	0.275925505
583	0.2756947935
584	0.275323204
585	0.2751242783
586	0.275041845
587	0.274902226
588	0.2744689037
589	0.274262273
590	0.2740444077
591	0.2737795214
592	0.2735547457
593	0.2731118096
594	0.272852616
595	0.2724405718
596	0.2721172775
597	0.2717903747
598	0.2712812845
599	0.2710101292
600	0.2708316827
601	0.2705531278
602	0.2703358267
603	0.2701122829
604	0.2696662277
605	0.269358841
606	0.2692121218
607	0.2688326681
608	0.2686304351
609	0.2683727615
610	0.268027986
611	0.2676596751
612	0.2672414489
613	0.2670904495
614	0.2666468573
615	0.2663368004
616	0.2660740509
617	0.2656728493
618	0.2656242134
619	0.2653151504
620	0.2651096931
621	0.2649176727
622	0.2646020567
623	0.2643698972
624	0.2640726399
625	0.2638883412
626	0.2635935085
627	0.2632951742
628	0.2628376007
629	0.2626239932
630	0.2622133208
631	0.2619494162
632	0.261724683
633	0.2615527105
634	0.2612735923
635	0.2608898329
636	0.260676283
637	0.2604303106
638	0.2600677341
639	0.259772588
640	0.2595209877
641	0.2593679152
642	0.25917382
643	0.2589058048
644	0.258651936
645	0.2583315522
646	0.2579962285
647	0.2577020505
648	0.2573861311
649	0.2570691692
650	0.2568906546
651	0.256672343
652	0.2562749045
653	0.2558858029
654	0.2556970246
655	0.2553584062
656	0.2551069999
657	0.2550092871
658	0.2547692982
659	0.2544081522
660	0.2541961734
661	0.2538795071
662	0.2536272174
663	0.2532835749
664	0.2530982025
665	0.2528814883
666	0.2527199007
667	0.2525335513
668	0.2523524429
669	0.2521915758
670	0.2518787935
671	0.2516139892
672	0.251231161
673	0.2509840075
674	0.2507976874
675	0.2506682644
676	0.2504316326
677	0.2502624643
678	0.2500875947
679	0.2499530631
680	0.2497695681
681	0.2495589537
682	0.249475573
683	0.249301231
684	0.2491288342
685	0.2489402089
686	0.2488300848
687	0.248552724
688	0.2481965103
689	0.2481087482
690	0.24755555
691	0.2473986912
692	0.2472212503
693	0.246794527
694	0.2464504829
695	0.2461217448
696	0.2457559534
697	0.2456222062
698	0.2453897629
699	0.2451909842
700	0.2447747787
701	0.2443062842
702	0.2440894816
703	0.2437426376
704	0.243483525
705	0.2431420278
706	0.2428165325
707	0.2425969513
708	0.2425159262
709	0.242201078
710	0.2419102599
711	0.2417115067
712	0.2414053076
713	0.2411670661
714	0.2407853413
715	0.24055461
716	0.2403017224
717	0.2399676507
718	0.2396294598
719	0.2394400862
720	0.239296007
721	0.2389387242
722	0.2387678958
723	0.2385761148
724	0.2382154863
725	0.2380257337
726	0.2378867528
727	0.2376958862
728	0.2372979751
729	0.2369250771
730	0.2366144006
731	0.2362966719
732	0.2360851758
733	0.2358676564
734	0.2355578248
735	0.2353765262
736	0.2350758724
737	0.2349357682
738	0.2347920401
739	0.2346285053
740	0.2344763074
741	0.2342287288
742	0.2340151296
743	0.2338876893
744	0.2333975148
745	0.2331616399
746	0.2329099951
747	0.2328194473
748	0.232412505
749	0.2322112065
750	0.2320291222
751	0.2316591993
752	0.231234995
753	0.2310217579
754	0.2308785059
755	0.2307147282
756	0.2304649214
757	0.2302215149
758	0.2299069653
759	0.2296507595
760	0.2293247969
761	0.2291340063
762	0.2288959641
763	0.2286577422
764	0.2284069301
765	0.228179653
766	0.2280953288
767	0.2277486123
768	0.2274864781
769	0.227271947
770	0.2269663841
771	0.2266999954
772	0.2263187984
773	0.2260230855
774	0.2257683097
775	0.2255409246
776	0.2252907274
777	0.225195514
778	0.2250287946
779	0.2248605554
780	0.2244976085
781	0.2242094221
782	0.2240386893
783	0.2240043647
784	0.2237132667
785	0.223466155
786	0.2233670991
787	0.223108163
788	0.2229593858
789	0.2228317759
790	0.2225269598
791	0.2223836776
792	0.2221911313
793	0.2221330716
794	0.2218593301
795	0.2216044604
796	0.2213385705
797	0.2212379381
798	0.2209197811
799	0.2206768543
800	0.2205288568
801	0.2204697776
802	0.220306294
803	0.22013034
804	0.2199257351
805	0.2195901521
806	0.2192701113
807	0.2190350074
808	0.218790274
809	0.2186390676
810	0.2185170527
811	0.2182875024
812	0.218129575
813	0.2177274466
814	0.2175010144
815	0.2173903764
816	0.2173000619
817	0.2170255418
818	0.2165310698
819	0.2164231679
820	0.2162152494
821	0.2160208052
822	0.2159171259
823	0.215714711
824	0.2154836463
825	0.2152634446
826	0.2149675288
827	0.214827682
828	0.2146341956
829	0.2144245103
830	0.2142338948
831	0.2141494279
832	0.2138957658
833	0.2137483394
834	0.2135849156
835	0.2132821148
836	0.2129695877
837	0.2127522772
838	0.2124627739
839	0.2123274289
840	0.2120053986
841	0.2116661821
842	0.2113966854
843	0.2112582939
844	0.2111143803
845	0.2108807925
846	0.2107962516
847	0.2106430934
848	0.2103851628
849	0.2102051243
850	0.2099430982
851	0.2094771544
852	0.2091667909
853	0.208836408
854	0.2086588541
855	0.2085816721
856	0.2083334432
857	0.2080195281
858	0.2079069759
859	0.2076524954
860	0.2074794812
861	0.20699752
862	0.2068594786
863	0.2065514472
864	0.2063954851
865	0.2061395325
866	0.2058416399
867	0.2056401855
868	0.2053907808
869	0.205278921
870	0.2050522826
871	0.2047973883
872	0.2045211005
873	0.2043035871
874	0.2040060931
875	0.2037927801
876	0.2034999343
877	0.2033377901
878	0.2030722314
879	0.2030114438
880	0.2026697152
881	0.2025378317
882	0.2022976048
883	0.2021111133
884	0.2019013983
885	0.2017070914
886	0.2014612221
887	0.2011892497
888	0.2010100906
889	0.2007556205
890	0.2005798518
891	0.2005223649
892	0.200272148
893	0.2000731478
894	0.1998751522
895	0.1994424706
896	0.1991690378
897	0.1989270571
898	0.1987865611
899	0.1986121225
900	0.1985099915
901	0.1982089888
902	0.1979649527
903	0.1977072521
904	0.1975004879
905	0.197362758
906	0.1970706796
907	0.1969944141
908	0.1968610884
909	0.1966544765
910	0.196422137
911	0.1960900909
912	0.1958613094
913	0.1957320392
914	0.1956535466
915	0.1955498908
916	0.195348122
917	0.1950650082
918	0.1948100143
919	0.1946211878
920	0.1942181612
921	0.1940658341
922	0.1938762271
923	0.1936808775
924	0.1934730641
925	0.193117218
926	0.1928871793
927	0.1927147877
928	0.1923943303
929	0.1921762796
930	0.1920205356
931	0.191819292
932	0.1915010152
933	0.191259227
934	0.1910442235
935	0.1907328456
936	0.1905636898
937	0.1902848248
938	0.1901548317
939	0.1900392717
940	0.1897677583
941	0.1896080082
942	0.1893172558
943	0.1891759265
944	0.1890581725
945	0.1888998268
946	0.188713692
947	0.188483582
948	0.1882286174
949	0.1880333235
950	0.1877412111
951	0.1876788742
952	0.1874694589
953	0.1872548802
954	0.1871366826
955	0.1869407785
956	0.1867070212
957	0.1865094452
958	0.1863251712
959	0.1861707147
960	0.1860431128
961	0.1859256139
962	0.1856320756
963	0.1854982401
964	0.1853602426
965	0.1850748476
966	0.1849031942
967	0.1847440064
968	0.1845269607
969	0.1841876972
970	0.1840525024
971	0.1838303997
972	0.1836409308
973	0.183572102
974	0.1832743012
975	0.182970904
976	0.1827487764
977	0.1825504169
978	0.182294563
979	0.1822094936
980	0.1820886841
981	0.1819214954
982	0.1817407724
983	0.1815322276
984	0.1813797857
985	0.1811679226
986	0.1809858906
987	0.1805826528
988	0.1802871727
989	0.1800839184
990	0.1798236603
991	0.1796065975
992	0.1793943151
993	0.1791305735
994	0.1790960037
995	0.1787159493
996	0.1785096478
997	0.1782327979
998	0.1778611418
999	0.1776185294
